Verkehrsrichtung;Jahr;Periode;Periode_txt;Warengruppe_CPA;Kettenindex_nominal;Kettenindex_Durchschnittswert;Kettenindex_real;Index_nominal_Vorjahr;Index_Durchschnittswert_Vorjahr;Index_real_Vorjahr;Index_nominal_Vorperiode;Index_Durchschnittswert_Vorperiode;Index_real_Vorperiode;Stand;Aktualisierungsdatum
E;2013;2;Februar;108;105.47781372070312;104.65135192871094;100.78973388671875;105.47781372070312;104.65135192871094;100.78973388671875;99.29332733154297;101.85428619384766;97.48566436767578;def;2026-09-10T00:00:00.000+02:00
E;2013;3;März;108;106.9646224975586;102.6940689086914;104.15851593017578;106.9646224975586;102.6940689086914;104.15851593017578;101.40959167480469;98.12971496582031;103.34239196777344;def;2026-09-10T00:00:00.000+02:00
E;2013;4;April;108;106.705078125;102.46697998046875;104.13607025146484;106.705078125;102.46697998046875;104.13607025146484;99.75736236572266;99.77886199951172;99.97844696044922;def;2026-09-10T00:00:00.000+02:00
E;2013;5;Mai;108;108.03875732421875;102.82168579101562;105.07389831542969;108.03875732421875;102.82168579101562;105.07389831542969;101.24987030029297;100.3461685180664;100.90058135986328;def;2026-09-10T00:00:00.000+02:00
E;2013;6;Juni;108;111.39945983886719;101.44812774658203;109.80928039550781;111.39945983886719;101.44812774658203;109.80928039550781;103.11064910888672;98.66413879394531;104.5067138671875;def;2026-09-10T00:00:00.000+02:00
E;2013;7;Juli;108;116.56687927246094;101.1657943725586;115.2236099243164;116.56687927246094;101.1657943725586;115.2236099243164;104.63864135742188;99.72169494628906;104.93067169189453;def;2026-09-10T00:00:00.000+02:00
E;2013;8;August;108;102.05480194091797;102.16590881347656;99.89125061035156;102.05480194091797;102.16590881347656;99.89125061035156;87.55043029785156;100.98858642578125;86.69338989257812;def;2026-09-10T00:00:00.000+02:00
E;2013;9;September;108;118.41766357421875;101.20906066894531;117.0030288696289;118.41766357421875;101.20906066894531;117.0030288696289;116.03340911865234;99.06343841552734;117.13040161132812;def;2026-09-10T00:00:00.000+02:00
E;2013;10;Oktober;108;128.76197814941406;99.57859802246094;129.306884765625;128.76197814941406;99.57859802246094;129.306884765625;108.7354507446289;98.3890151977539;110.5158462524414;def;2026-09-10T00:00:00.000+02:00
E;2013;11;November;108;126.05488586425781;100.3486557006836;125.61691284179688;126.05488586425781;100.3486557006836;125.61691284179688;97.89759826660156;100.7733154296875;97.14634704589844;def;2026-09-10T00:00:00.000+02:00
E;2013;12;Dezember;108;107.07746887207031;99.9241714477539;107.15872955322266;107.07746887207031;99.9241714477539;107.15872955322266;84.94512176513672;99.57698822021484;85.30597686767578;def;2026-09-10T00:00:00.000+02:00
E;2013;23;Jahr;108;111.97899627685547;100.6601333618164;111.24463653564453;111.97899627685547;100.6601333618164;111.24463653564453;;;;def;2026-09-10T00:00:00.000+02:00
E;2013;24;1. Quartal;108;106.22364807128906;103.33617401123047;102.79425811767578;106.22364807128906;103.33617401123047;102.79425811767578;;;;def;2026-09-10T00:00:00.000+02:00
E;2013;25;2. Quartal;108;108.71443176269531;102.09490966796875;106.48369598388672;108.71443176269531;102.09490966796875;106.48369598388672;108.71443176269531;102.09490966796875;106.48369598388672;def;2026-09-10T00:00:00.000+02:00
E;2013;26;3. Quartal;108;112.34645080566406;100.87561798095703;111.37126159667969;112.34645080566406;100.87561798095703;111.37126159667969;103.34088134765625;98.80573272705078;104.5899658203125;def;2026-09-10T00:00:00.000+02:00
E;2013;27;4. Quartal;108;120.6314468383789;100.52989959716797;119.99559020996094;120.6314468383789;100.52989959716797;119.99559020996094;107.37450408935547;99.65727996826172;107.74375915527344;def;2026-09-10T00:00:00.000+02:00
E;2013;28;1. Halbjahr;108;107.46903991699219;102.05268096923828;105.30741119384766;107.46903991699219;102.05268096923828;105.30741119384766;;;;def;2026-09-10T00:00:00.000+02:00
E;2013;29;2. Halbjahr;108;116.48894500732422;99.74388122558594;116.7880630493164;116.48894500732422;99.74388122558594;116.7880630493164;116.48894500732422;99.74388122558594;116.7880630493164;def;2026-09-10T00:00:00.000+02:00
E;2014;1;Januar;108;106.512939453125;98.24628448486328;108.41421508789062;100.26776123046875;95.62041473388672;104.86019897460938;99.47278594970703;98.32084655761719;101.17161560058594;def;2026-09-10T00:00:00.000+02:00
E;2014;2;Februar;108;102.6417236328125;98.58443450927734;104.11554718017578;97.31119537353516;94.2027359008789;103.29975891113281;96.36549377441406;100.34418487548828;96.03495788574219;def;2026-09-10T00:00:00.000+02:00
E;2014;3;März;108;104.74208068847656;97.66844177246094;107.24250030517578;97.92217254638672;95.10621643066406;102.96085357666016;102.04630279541016;99.07085418701172;103.00334930419922;def;2026-09-10T00:00:00.000+02:00
